Kuupaev,temperatuur,niiskus,valgus,pNiiskus,taimeKorgus
2019-05-11 08:17:33,22.5,43.4,645,903,7
2019-05-11 08:47:44,22.8,42.8,929,897,5
2019-05-11 09:17:59,23.1,42.4,1207,895,5
2019-05-11 09:48:10,23.2,41.8,1359,900,5
2019-05-11 10:18:21,23.4,41,1430,889,5
2019-05-11 11:18:48,24,39.8,1481,886,5
2019-05-11 11:48:59,24,39.8,1501,888,5
2019-05-11 12:19:10,24.1,39.8,1826,890,5
2019-05-11 12:49:21,24.1,39.2,1761,894,5
2019-05-11 13:49:48,24.2,38.4,1248,895,4
2019-05-11 14:50:15,24.1,37.9,1171,898,19
2019-05-11 15:20:26,23.8,38.1,1027,902,20
2019-05-11 15:50:37,23.7,38.5,536,897,20
2019-05-11 16:20:51,23.4,38.9,667,907,20
2019-05-11 16:51:07,23.2,39.3,385,905,20
2019-05-11 17:21:18,23,39.4,420,905,20
2019-05-11 17:51:29,22.8,39.6,416,908,20
2019-05-11 18:21:40,22.7,40,312,907,19
2019-05-11 18:51:51,22.5,40.5,431,905,20
2019-05-11 19:22:02,22.5,40.6,478,906,20
2019-05-11 19:52:14,22.4,40.8,309,906,20
2019-05-11 20:22:25,22.4,41.2,158,903,20
2019-05-11 21:22:52,22.2,42.2,26,913,20
2019-05-11 21:53:03,22.1,42.8,1,914,3
2019-05-11 22:23:14,22,43,1,910,3
2019-05-11 23:23:41,21.9,43.3,1,912,3
2019-05-12 00:24:08,21.8,43.2,1,914,6
2019-05-12 00:54:19,21.8,43.2,1,916,5
2019-05-12 01:24:30,21.7,43.2,1,916,3
2019-05-12 01:54:41,21.7,43,1,914,15
2019-05-12 02:24:52,21.6,42.7,1,913,19
2019-05-12 02:55:03,21.7,42.6,1,910,6
2019-05-12 03:25:17,21.6,42.6,1,913,5
2019-05-12 03:55:28,21.6,42.4,1,915,4
2019-05-12 04:25:39,21.7,42.4,1,909,2
2019-05-12 04:55:50,21.6,42.3,16,915,21
2019-05-12 05:26:01,21.6,42.3,60,913,5
2019-05-12 05:56:15,21.6,42,121,914,5
2019-05-12 06:26:26,21.6,42,602,912,5
2019-05-12 06:56:37,21.7,41.7,641,909,4
2019-05-12 07:26:48,21.9,41.4,580,907,4
2019-05-12 07:57:02,22,41,848,902,5
2019-05-12 08:27:13,22.4,40.2,1241,902,3
2019-05-12 08:57:24,22.9,39.4,2089,907,20
2019-05-12 09:27:35,23.6,37.8,2314,902,-3069
2019-05-12 09:57:46,23.7,37.5,1613,906,19
2019-05-12 10:27:57,24,36.7,1448,903,20
2019-05-12 10:58:08,24.3,36,1585,913,20
2019-05-12 11:28:19,24.6,35.4,1635,912,20
2019-05-12 11:58:30,24.9,35.1,1757,908,20
2019-05-12 12:28:41,25.7,33.9,2783,916,21
2019-05-12 12:58:52,26,34.6,2370,919,21
2019-05-12 13:29:03,26.2,33.6,4368,918,22
2019-05-12 13:59:14,26.9,32.2,3828,926,22
2019-05-12 14:29:25,26.6,31.7,2549,932,22
2019-05-12 14:59:36,27.7,28,3606,921,23
2019-05-12 15:29:47,27.2,27.7,1488,922,23
2019-05-12 15:59:58,27,26.7,1527,937,23
2019-05-12 16:30:12,26.8,26.2,1134,937,22
2019-05-12 17:00:23,26.7,25.9,990,942,22
2019-05-12 17:30:34,26.6,26.9,862,936,22
2019-05-12 18:00:45,26.6,27.3,753,937,23
2019-05-12 18:30:56,26.4,27.4,646,930,23
2019-05-12 19:01:07,26.2,27.9,554,934,22
2019-05-12 19:31:18,26,27.9,460,933,22
2019-05-12 20:01:29,25.7,28.9,362,937,21
2019-05-12 20:31:40,25.4,29.7,248,937,21
2019-05-12 21:01:51,25,30.3,139,933,21
2019-05-12 21:32:02,24.5,31.1,43,933,-3124
2019-05-12 22:02:13,24.3,31.2,7,932,-3122
2019-05-12 22:32:25,23.7,32.3,1,927,4
2019-05-12 23:02:36,23.3,33.1,1,930,1
2019-05-12 23:32:47,22.9,33.7,1,924,-3078
2019-05-13 00:02:58,22.7,34.3,1,931,-3074
2019-05-13 00:33:10,22.4,34.8,1,934,-3091
2019-05-13 01:03:21,22.3,35.1,1,932,-3088
2019-05-13 01:33:32,22.3,35.5,1,936,-3096
2019-05-13 02:03:43,22.2,35.7,1,930,5
2019-05-13 02:33:54,22.1,36,1,938,4
2019-05-13 03:04:05,22.1,36.1,1,933,-3
2019-05-13 03:34:16,22,36.3,1,933,22
2019-05-13 04:04:27,22,36.2,1,941,22
2019-05-13 04:34:38,22,36.3,6,941,22
2019-05-13 05:04:49,21.9,36.4,49,943,7
2019-05-13 05:35:00,21.9,36.3,108,942,8
2019-05-13 06:05:11,21.9,36.3,190,944,18
2019-05-13 06:35:22,21.9,36.1,295,934,22
2019-05-13 07:05:33,22.1,35.8,622,940,22
2019-05-13 07:35:44,22.2,35.3,583,941,22
2019-05-13 08:05:55,22.3,34.8,873,938,22
2019-05-13 08:36:06,22.5,34.2,1069,937,23
2019-05-13 09:06:17,22.7,33.4,1105,941,23
2019-05-13 09:36:28,22.8,33.1,1826,936,23
2019-05-13 10:06:39,23,32.8,686,932,23
2019-05-13 10:36:50,22.9,32.7,885,942,23
2019-05-13 11:07:01,23.2,33,1405,941,23
2019-05-13 11:37:12,23.4,32.4,2019,928,23
2019-05-13 12:07:23,23.5,32.2,1093,927,23
2019-05-13 12:37:34,23.2,32.7,1434,937,23
2019-05-13 13:07:45,23.4,32.2,1154,934,23
2019-05-13 13:37:56,23.3,32.3,2153,937,23
2019-05-13 14:08:07,23.5,32,1236,933,23
2019-05-13 14:38:18,23.3,32.5,1013,940,23
2019-05-13 15:08:29,23.2,32.9,1167,942,23
2019-05-13 15:38:40,23.2,32.8,1326,945,23
2019-05-13 16:08:51,23.3,32.8,1232,946,23
2019-05-13 16:39:02,23.2,33.1,1292,944,23
2019-05-13 17:09:13,23.3,32.9,1143,944,23
2019-05-13 17:39:24,23.3,32.9,866,941,23
2019-05-13 18:09:35,23.2,32.9,861,942,23
2019-05-13 18:39:46,23,33,628,945,22
2019-05-13 19:09:57,22.7,33.1,610,954,22
2019-05-13 19:40:08,22.6,33.4,457,951,22
2019-05-13 20:10:19,22.9,35.9,341,938,20
2019-05-13 20:40:30,22.8,38,189,942,7
2019-05-13 21:10:41,22.9,38.8,86,945,4
2019-05-13 21:40:52,22.7,37.5,50,949,2
2019-05-13 22:11:03,22.5,36.2,31,949,22
2019-05-13 22:41:14,22.4,35.4,26,954,23
2019-05-13 23:11:25,22.2,34.8,29,952,23
2019-05-13 23:41:36,22.2,34.3,1,943,23
2019-05-14 00:11:47,22,33.9,1,948,23
2019-05-14 00:41:58,21.8,33.7,1,951,21
2019-05-14 01:12:09,21.8,33.8,1,956,21
2019-05-14 01:42:20,21.7,33.8,1,954,22
2019-05-14 02:12:31,21.6,34.1,1,949,22
2019-05-14 02:42:42,21.6,33.8,1,953,22
2019-05-14 03:12:53,21.5,33.8,1,955,6
2019-05-14 03:43:04,21.4,34,1,954,7
2019-05-14 04:13:15,21.5,34.1,0,952,6
2019-05-14 04:43:26,21.4,34.1,7,952,22
2019-05-14 05:13:37,21.4,34.4,22,953,23
2019-05-14 05:43:48,21.4,34.6,39,960,22
2019-05-14 06:13:59,21.4,34.7,145,952,6
2019-05-14 06:44:10,21.4,34.8,236,952,6
2019-05-14 07:14:21,21.4,34.4,412,953,23
2019-05-14 07:44:32,21.5,34.4,515,956,23
2019-05-14 08:14:43,21.6,34.1,519,948,24
2019-05-14 08:44:54,21.7,33.9,711,946,24
2019-05-14 09:15:05,21.8,33.6,954,954,24
2019-05-14 09:45:16,21.9,33.7,1184,954,24
2019-05-14 10:15:27,22,33.4,1572,946,24
2019-05-14 10:45:38,22.5,32.6,2265,949,23
2019-05-14 11:15:49,23,32.1,3150,944,23
2019-05-14 11:46:00,23.5,31.2,3500,946,23
2019-05-14 12:16:11,24.1,29.9,1656,945,23
2019-05-14 12:46:22,23.8,30.1,1873,948,21
2019-05-14 13:16:32,24.6,29.5,2034,957,5
2019-05-14 13:46:44,24.9,29,2271,957,6
2019-05-14 14:16:54,25.1,27.1,5390,970,6
2019-05-14 14:47:05,27.6,24,1910,962,6
2019-05-14 15:17:17,25.8,25.3,1582,956,6
2019-05-14 15:47:27,26,25,1305,955,6
2019-05-14 16:17:38,26.6,24,1109,964,20
2019-05-14 16:47:49,26.6,23.7,966,962,21
2019-05-14 17:18:00,26.5,24.4,835,972,21
2019-05-14 17:48:11,26.5,23.6,735,976,21
2019-05-14 18:18:22,26.3,23.6,648,966,22
2019-05-14 18:48:33,26.2,24,569,974,22
2019-05-14 19:18:44,26,24,485,975,20
2019-05-14 19:48:55,25.7,26.1,398,970,18
2019-05-14 20:19:06,25.5,26.4,302,972,10
2019-05-14 20:49:17,24.9,27.3,201,974,11
2019-05-14 21:19:28,24.7,28.5,96,973,11
2019-05-14 21:49:39,24.3,30.5,19,974,21
2019-05-14 22:19:50,24,32.2,3,953,23
2019-05-14 22:50:01,23.6,31.8,1,975,17
2019-05-14 23:20:12,23.2,31.2,1,970,18
2019-05-14 23:50:23,22.7,31,1,982,17
2019-05-15 00:20:34,22.4,30.8,1,973,16
2019-05-15 00:50:45,22.3,30.7,1,975,22
2019-05-15 01:20:56,22.1,30.9,1,979,22
2019-05-15 01:51:07,21.9,30.7,1,976,23
2019-05-15 02:21:18,21.8,31,1,987,23
2019-05-15 02:51:29,21.7,31.1,1,987,7
2019-05-15 03:21:40,21.6,31.4,1,990,7
2019-05-15 03:51:51,21.5,31.2,1,991,7
2019-05-15 04:22:02,21.5,30.9,5,996,8
2019-05-15 04:52:13,21.4,30.5,34,996,24
2019-05-15 05:22:24,21.4,30.1,105,997,24
2019-05-15 05:52:35,21.4,30.2,194,991,24
2019-05-15 06:22:46,21.4,30.1,296,987,6
2019-05-15 06:52:57,21.5,30.1,431,981,7
2019-05-15 07:23:08,21.7,30,630,985,8
2019-05-15 07:53:19,22.1,29.9,890,975,7
2019-05-15 08:23:30,22.5,29.5,1083,985,23
2019-05-15 08:53:41,22.9,29,1274,969,23
2019-05-15 09:23:51,23.2,28.4,1508,984,23
2019-05-15 09:54:02,23.6,28,1575,987,21
2019-05-15 10:24:13,24,27.7,1588,985,5
2019-05-15 10:54:24,24.5,27.3,1608,985,6
2019-05-15 11:24:35,25.3,26.9,1507,986,6
2019-05-15 11:54:46,25.5,26.6,1786,988,6
2019-05-15 12:24:57,25.9,25.9,2207,988,6
2019-05-15 12:55:08,26.5,24.4,2125,996,-3148
2019-05-15 13:25:20,26.7,23.2,2252,998,-3172
2019-05-15 13:55:31,27,22.8,18246,1000,-3185
2019-05-15 14:25:42,27.8,22.2,2377,1004,-3201
2019-05-15 14:55:53,28.2,20.8,1799,1009,-3126
2019-05-15 16:26:40,27.3,20.5,1034,1006,-3151
2019-05-15 16:56:52,27.3,20.1,909,1015,-3136
2019-05-15 17:57:19,27.1,20.1,712,1017,10
2019-05-15 18:27:30,26.9,20.1,629,1017,11
2019-05-15 18:57:41,26.8,19.9,520,1018,12
2019-05-15 19:27:53,26.5,20,442,1020,10
2019-05-15 19:58:04,26,22.4,378,1015,10
2019-05-15 20:28:16,25.9,23.3,298,1013,12
2019-05-15 20:58:32,25.6,24.8,179,1008,9
2019-05-15 21:28:44,25.3,26,76,1013,-3144
2019-05-15 21:58:57,24.9,26.2,14,1014,-1637
2019-05-15 22:29:09,24.5,26,0,999,15
2019-05-15 22:59:26,24.1,26.4,1,1006,8
2019-05-15 23:29:40,23.7,27.3,1,1010,8
2019-05-16 00:30:08,22.9,27.2,1,1011,-203
2019-05-16 01:00:20,22.8,27,1,1014,-228
2019-05-16 02:31:07,22.3,26.8,1,1015,9
2019-05-16 03:01:25,22.2,27.1,1,1011,22
2019-05-16 03:31:40,22,27.3,1,1015,23
2019-05-16 04:32:11,21.9,27.5,12,1020,9
2019-05-16 05:02:26,21.8,27.6,60,1018,10
2019-05-16 07:03:35,22.1,28,504,1008,16
2019-05-16 08:34:24,23,26.9,1154,1006,8
2019-05-16 09:04:36,23.5,26.3,1327,1001,-3131
2019-05-16 09:34:47,23.9,25.4,1391,1009,24
2019-05-16 10:04:59,24.2,25.1,1416,1011,14
2019-05-16 10:35:10,24.7,23.4,1403,1015,14
2019-05-16 11:05:21,25.1,23.1,1413,1018,14
2019-05-16 11:35:36,25.3,23.7,1466,1021,14
2019-05-16 12:05:47,25.8,24.3,1574,1017,14
2019-05-16 12:35:58,26.6,23.7,1772,1018,14
2019-05-16 13:06:09,26.5,23.7,1966,1018,15
2019-05-16 13:36:20,27.2,22.9,2201,1024,14
2019-05-16 14:06:31,27.4,22.2,2380,1024,14
2019-05-16 14:36:42,28.8,20.4,2061,1024,15
2019-05-16 15:06:53,27.9,22.2,1682,1024,15
2019-05-16 15:37:04,27.2,21.8,1368,1024,15
2019-05-16 16:07:15,27.8,21,1202,1024,14
2019-05-16 16:37:26,27.6,20.7,1008,1024,15
2019-05-16 17:07:38,27.8,21.2,899,1024,12
2019-05-16 17:37:49,27.8,21.2,782,1024,12
2019-05-16 18:08:00,27.6,21.1,689,1024,10
2019-05-16 18:38:11,27.5,21.2,596,1024,9
2019-05-16 19:08:22,27.3,21.4,511,1024,8
2019-05-16 19:38:33,27.1,21.7,427,1024,9
2019-05-16 20:08:45,26.8,22.5,361,1024,8
2019-05-16 20:38:56,26.4,22.8,232,1024,9
2019-05-16 21:09:07,26.1,23.4,108,1024,6
2019-05-16 21:39:18,25.7,23.9,38,1024,4
2019-05-16 22:09:30,25.3,24.4,8,1024,-3140
2019-05-16 22:39:41,25,24.8,0,1024,12
2019-05-16 23:09:52,24.6,25.7,1,1024,6
2019-05-16 23:40:03,24.1,26.8,1,1024,7
2019-05-17 00:10:14,23.7,27.4,1,1024,6
2019-05-17 00:40:25,23.4,28.3,1,1024,-3108
2019-05-17 01:10:36,23.1,29,1,1024,17
2019-05-17 01:40:47,22.9,29.2,1,1024,-386
2019-05-17 02:10:58,22.9,29.2,1,1024,11
2019-05-17 02:41:09,22.7,29.5,1,1024,3
2019-05-17 03:11:20,22.6,29.8,1,1024,25
2019-05-17 03:41:31,22.5,29.9,1,1024,-3117
2019-05-17 04:11:42,22.4,30.1,3,1024,19
2019-05-17 04:41:56,22.3,30.6,26,1024,16
2019-05-17 05:12:07,22.3,30.8,108,1024,7
2019-05-17 05:42:18,22.3,30.7,202,1024,14
2019-05-17 06:12:29,22.3,30.3,311,1024,16
2019-05-17 06:42:40,22.4,29.7,489,1024,17
2019-05-17 07:12:51,22.6,29.1,599,1024,15
2019-05-17 07:43:02,22.8,28.6,804,1024,15
2019-05-17 08:13:13,23.3,28.1,1113,1024,13
2019-05-17 08:43:24,23.5,27.4,1237,1024,14
2019-05-17 09:13:35,24,26.5,1386,1024,14
2019-05-17 09:43:46,24.3,26,1425,1024,14
2019-05-17 10:13:57,24.7,25.6,1439,1024,14
2019-05-17 10:44:08,25,25.9,1435,1024,14
2019-05-17 11:14:19,25.3,25.8,1437,1024,14
2019-05-17 11:44:30,25.7,25.6,1497,1024,14
2019-05-17 12:14:41,26.2,25.2,1740,1024,24
2019-05-17 12:44:52,26.3,25.3,1618,1024,24
2019-05-17 13:15:03,27.3,24.5,2103,753,25
